Name;New_Measure_03-09-2020;
Description;;
Measure-Intervall;00:00:00.0100000;
;;

Time SN:62242 (S30X):P1;SN:62242 (S30X):P1 bar;Time SN:62242 (S30X):TOB1;SN:62242 (S30X):TOB1 °C;
03.09.2020 15:38:28.380;0.1768826;03.09.2020 15:38:28.412;12.6540527;
03.09.2020 15:38:28.444;0.1767052;03.09.2020 15:38:28.476;12.6540527;
03.09.2020 15:38:28.508;0.1768826;03.09.2020 15:38:28.540;12.6540527;
03.09.2020 15:38:28.572;0.1769716;03.09.2020 15:38:28.604;12.6540527;
03.09.2020 15:38:28.635;0.1768826;03.09.2020 15:38:28.667;12.6540527;
03.09.2020 15:38:28.699;0.1767052;03.09.2020 15:38:28.731;12.6540527;
03.09.2020 15:38:28.763;0.1767939;03.09.2020 15:38:28.795;12.6540527;
03.09.2020 15:38:28.827;0.1769716;03.09.2020 15:38:28.859;12.6540527;
03.09.2020 15:38:28.891;0.1767052;03.09.2020 15:38:28.923;12.6540527;
03.09.2020 15:38:28.954;0.1767939;03.09.2020 15:38:28.986;12.6540527;
03.09.2020 15:38:29.018;0.1767939;03.09.2020 15:38:29.050;12.6540527;
03.09.2020 15:38:29.082;0.1767939;03.09.2020 15:38:29.114;12.6540527;
03.09.2020 15:38:29.146;0.1765276;03.09.2020 15:38:29.178;12.6540527;
03.09.2020 15:38:29.210;0.1767939;03.09.2020 15:38:29.242;12.6540527;
03.09.2020 15:38:29.273;0.1771489;03.09.2020 15:38:29.305;12.6540527;
03.09.2020 15:38:29.337;0.177415;03.09.2020 15:38:29.369;12.6540527;
03.09.2020 15:38:29.401;0.1770602;03.09.2020 15:38:29.433;12.6540527;
03.09.2020 15:38:29.465;0.1766165;03.09.2020 15:38:29.497;12.6540527;
03.09.2020 15:38:29.529;0.1770602;03.09.2020 15:38:29.560;12.6540527;
03.09.2020 15:38:29.592;0.1766165;03.09.2020 15:38:29.624;12.6540527;
03.09.2020 15:38:29.656;0.1768826;03.09.2020 15:38:29.688;12.6540527;
03.09.2020 15:38:29.720;0.1759955;03.09.2020 15:38:29.752;12.6540527;
03.09.2020 15:38:29.784;0.1764389;03.09.2020 15:38:29.816;12.6540527;
03.09.2020 15:38:29.848;0.1766165;03.09.2020 15:38:29.879;12.6540527;
03.09.2020 15:38:29.912;0.1763502;03.09.2020 15:38:29.943;12.6540527;
03.09.2020 15:38:29.975;0.1767939;03.09.2020 15:38:30.007;12.6540527;
03.09.2020 15:38:30.039;0.1763502;03.09.2020 15:38:30.071;12.6540527;
03.09.2020 15:38:30.103;0.1764389;03.09.2020 15:38:30.135;12.6540527;
03.09.2020 15:38:30.166;0.1769716;03.09.2020 15:38:30.198;12.6540527;
03.09.2020 15:38:30.230;0.1769716;03.09.2020 15:38:30.262;12.6540527;
03.09.2020 15:38:30.294;0.1769716;03.09.2020 15:38:30.326;12.6540527;
03.09.2020 15:38:30.358;0.1767052;03.09.2020 15:38:30.390;12.6540527;
03.09.2020 15:38:30.422;0.1763502;03.09.2020 15:38:30.454;12.6540527;
03.09.2020 15:38:30.485;0.1766165;03.09.2020 15:38:30.517;12.6540527;
03.09.2020 15:38:30.549;0.1766165;03.09.2020 15:38:30.581;12.6540527;
03.09.2020 15:38:30.613;0.1768826;03.09.2020 15:38:30.645;12.6540527;
03.09.2020 15:38:30.677;0.1767052;03.09.2020 15:38:30.709;12.6540527;
03.09.2020 15:38:30.741;0.1766165;03.09.2020 15:38:30.772;12.6540527;
03.09.2020 15:38:30.804;0.1767052;03.09.2020 15:38:30.836;12.6540527;
03.09.2020 15:38:30.868;0.1765276;03.09.2020 15:38:30.900;12.6540527;
03.09.2020 15:38:30.932;0.1768826;03.09.2020 15:38:30.964;12.6540527;
03.09.2020 15:38:30.996;0.1769716;03.09.2020 15:38:31.028;12.6540527;
03.09.2020 15:38:31.059;0.1769716;03.09.2020 15:38:31.091;12.6652832;
03.09.2020 15:38:31.123;0.1767052;03.09.2020 15:38:31.155;12.6652832;
03.09.2020 15:38:31.187;0.1767939;03.09.2020 15:38:31.219;12.6652832;
03.09.2020 15:38:31.251;0.1769716;03.09.2020 15:38:31.283;12.6652832;
03.09.2020 15:38:31.315;0.1769716;03.09.2020 15:38:31.347;12.6652832;
03.09.2020 15:38:31.378;0.1770602;03.09.2020 15:38:31.410;12.6652832;
03.09.2020 15:38:31.442;0.1771489;03.09.2020 15:38:31.474;12.6652832;
03.09.2020 15:38:31.506;0.1773263;03.09.2020 15:38:31.538;12.6652832;
03.09.2020 15:38:31.570;0.1769716;03.09.2020 15:38:31.602;12.6652832;
03.09.2020 15:38:31.634;0.1767052;03.09.2020 15:38:31.666;12.6652832;
03.09.2020 15:38:31.697;0.1767939;03.09.2020 15:38:31.729;12.6652832;
03.09.2020 15:38:31.761;0.1767052;03.09.2020 15:38:31.793;12.6652832;
03.09.2020 15:38:31.825;0.1769716;03.09.2020 15:38:31.857;12.6652832;
03.09.2020 15:38:31.889;0.1771489;03.09.2020 15:38:31.921;12.6652832;
03.09.2020 15:38:31.953;0.1771489;03.09.2020 15:38:31.984;12.6652832;
03.09.2020 15:38:32.016;0.1772376;03.09.2020 15:38:32.048;12.6652832;
03.09.2020 15:38:32.080;0.1773263;03.09.2020 15:38:32.112;12.6652832;
03.09.2020 15:38:32.144;0.1771489;03.09.2020 15:38:32.176;12.6652832;
03.09.2020 15:38:32.208;0.1771489;03.09.2020 15:38:32.240;12.6652832;
03.09.2020 15:38:32.272;0.1770602;03.09.2020 15:38:32.303;12.6652832;
03.09.2020 15:38:32.335;0.1772376;03.09.2020 15:38:32.367;12.6652832;
03.09.2020 15:38:32.399;0.1768826;03.09.2020 15:38:32.431;12.6652832;
03.09.2020 15:38:32.463;0.1769716;03.09.2020 15:38:32.495;12.6652832;
03.09.2020 15:38:32.527;0.1772376;03.09.2020 15:38:32.559;12.6652832;
03.09.2020 15:38:32.590;0.1769716;03.09.2020 15:38:32.622;12.6652832;
03.09.2020 15:38:32.654;0.1764389;03.09.2020 15:38:32.686;12.6652832;
03.09.2020 15:38:32.718;0.1768826;03.09.2020 15:38:32.750;12.6652832;
03.09.2020 15:38:32.782;0.1767052;03.09.2020 15:38:32.814;12.6652832;
03.09.2020 15:38:32.846;0.1765276;03.09.2020 15:38:32.878;12.6652832;
03.09.2020 15:38:32.909;0.1766165;03.09.2020 15:38:32.941;12.6652832;
03.09.2020 15:38:32.973;0.1768826;03.09.2020 15:38:33.005;12.6652832;
03.09.2020 15:38:33.037;0.1767052;03.09.2020 15:38:33.069;12.6652832;
03.09.2020 15:38:33.101;0.1766165;03.09.2020 15:38:33.133;12.6652832;
03.09.2020 15:38:33.165;0.1769716;03.09.2020 15:38:33.196;12.6652832;
03.09.2020 15:38:33.228;0.1769716;03.09.2020 15:38:33.260;12.6652832;
03.09.2020 15:38:33.292;0.1767052;03.09.2020 15:38:33.324;12.6652832;
03.09.2020 15:38:33.356;0.1767939;03.09.2020 15:38:33.388;12.6652832;
03.09.2020 15:38:33.420;0.1768826;03.09.2020 15:38:33.452;12.6652832;
03.09.2020 15:38:33.484;0.1769716;03.09.2020 15:38:33.515;12.6652832;
03.09.2020 15:38:33.547;0.1770602;03.09.2020 15:38:33.579;12.6652832;
03.09.2020 15:38:33.611;0.1767939;03.09.2020 15:38:33.643;12.6652832;
03.09.2020 15:38:33.675;0.1767939;03.09.2020 15:38:33.707;12.6652832;
03.09.2020 15:38:33.739;0.1767052;03.09.2020 15:38:33.771;12.6652832;
03.09.2020 15:38:33.802;0.1767052;03.09.2020 15:38:33.834;12.6652832;
03.09.2020 15:38:33.866;0.1767052;03.09.2020 15:38:33.898;12.6652832;
03.09.2020 15:38:33.930;0.1767052;03.09.2020 15:38:33.962;12.6652832;
03.09.2020 15:38:33.994;0.1766165;03.09.2020 15:38:34.026;12.6652832;
03.09.2020 15:38:34.057;0.1767052;03.09.2020 15:38:34.089;12.6652832;
03.09.2020 15:38:34.121;0.1768826;03.09.2020 15:38:34.153;12.6652832;
03.09.2020 15:38:34.185;0.1766165;03.09.2020 15:38:34.217;12.6652832;
03.09.2020 15:38:34.249;0.1770602;03.09.2020 15:38:34.281;12.6652832;
03.09.2020 15:38:34.313;0.1770602;03.09.2020 15:38:34.345;12.6652832;
03.09.2020 15:38:34.377;0.1767052;03.09.2020 15:38:34.408;12.6652832;
03.09.2020 15:38:34.440;0.1768826;03.09.2020 15:38:34.472;12.6652832;
03.09.2020 15:38:34.504;0.1769716;03.09.2020 15:38:34.536;12.6652832;
03.09.2020 15:38:34.568;0.1768826;03.09.2020 15:38:34.600;12.6652832;
03.09.2020 15:38:34.632;0.1768826;03.09.2020 15:38:34.664;12.6652832;
03.09.2020 15:38:34.696;0.1767939;03.09.2020 15:38:34.727;12.6652832;
03.09.2020 15:38:34.759;0.1764389;03.09.2020 15:38:34.791;12.6652832;
03.09.2020 15:38:34.823;0.1766165;03.09.2020 15:38:34.855;12.6652832;
03.09.2020 15:38:34.887;0.1767052;03.09.2020 15:38:34.919;12.6652832;
03.09.2020 15:38:34.951;0.1766165;03.09.2020 15:38:34.983;12.6652832;
03.09.2020 15:38:35.014;0.1767052;03.09.2020 15:38:35.046;12.6652832;
03.09.2020 15:38:35.078;0.1768826;03.09.2020 15:38:35.110;12.6652832;
03.09.2020 15:38:35.142;0.1768826;03.09.2020 15:38:35.174;12.6652832;
03.09.2020 15:38:35.206;0.1767052;03.09.2020 15:38:35.238;12.6652832;
03.09.2020 15:38:35.270;0.1767052;03.09.2020 15:38:35.303;12.6652832;
03.09.2020 15:38:35.333;0.1769716;03.09.2020 15:38:35.365;12.6652832;
03.09.2020 15:38:35.397;0.1770602;03.09.2020 15:38:35.429;12.6652832;
03.09.2020 15:38:35.461;0.1766165;03.09.2020 15:38:35.493;12.6652832;
03.09.2020 15:38:35.525;0.1767939;03.09.2020 15:38:35.557;12.6652832;
03.09.2020 15:38:35.589;0.1769716;03.09.2020 15:38:35.620;12.6652832;
03.09.2020 15:38:35.652;0.1767939;03.09.2020 15:38:35.684;12.6652832;
03.09.2020 15:38:35.716;0.1768826;03.09.2020 15:38:35.748;12.6652832;
03.09.2020 15:38:35.780;0.1767939;03.09.2020 15:38:35.812;12.6652832;
03.09.2020 15:38:35.844;0.1770602;03.09.2020 15:38:35.876;12.6652832;
03.09.2020 15:38:35.908;0.1767052;03.09.2020 15:38:35.939;12.6652832;
03.09.2020 15:38:35.971;0.1770602;03.09.2020 15:38:36.003;12.6652832;
03.09.2020 15:38:36.035;0.1771489;03.09.2020 15:38:36.067;12.7092285;
03.09.2020 15:38:36.099;0.1770827;03.09.2020 15:38:36.131;12.7092285;
03.09.2020 15:38:36.163;0.176994;03.09.2020 15:38:36.195;12.7092285;
03.09.2020 15:38:36.226;0.1769053;03.09.2020 15:38:36.258;12.7092285;
03.09.2020 15:38:36.290;0.1766392;03.09.2020 15:38:36.322;12.7092285;
03.09.2020 15:38:36.354;0.1767279;03.09.2020 15:38:36.386;12.7092285;
03.09.2020 15:38:36.418;0.1770827;03.09.2020 15:38:36.450;12.7092285;
03.09.2020 15:38:36.482;0.1770827;03.09.2020 15:38:36.514;12.7092285;
03.09.2020 15:38:36.545;0.1770827;03.09.2020 15:38:36.577;12.7092285;
03.09.2020 15:38:36.609;0.1768166;03.09.2020 15:38:36.641;12.7092285;
03.09.2020 15:38:36.673;0.176994;03.09.2020 15:38:36.705;12.7092285;
03.09.2020 15:38:36.737;0.1766392;03.09.2020 15:38:36.769;12.7092285;
03.09.2020 15:38:36.801;0.1767279;03.09.2020 15:38:36.832;12.7092285;
03.09.2020 15:38:36.864;0.176994;03.09.2020 15:38:36.896;12.7092285;
03.09.2020 15:38:36.928;0.1768166;03.09.2020 15:38:36.960;12.7092285;
03.09.2020 15:38:36.992;0.1766392;03.09.2020 15:38:37.024;12.7092285;
03.09.2020 15:38:37.056;0.1764618;03.09.2020 15:38:37.088;12.7092285;
03.09.2020 15:38:37.119;0.176994;03.09.2020 15:38:37.151;12.7092285;
03.09.2020 15:38:37.183;0.1770827;03.09.2020 15:38:37.215;12.7092285;
03.09.2020 15:38:37.247;0.176994;03.09.2020 15:38:37.279;12.7092285;
03.09.2020 15:38:37.311;0.1771716;03.09.2020 15:38:37.343;12.7092285;
03.09.2020 15:38:37.375;0.1771716;03.09.2020 15:38:37.407;12.7092285;
03.09.2020 15:38:37.438;0.1772605;03.09.2020 15:38:37.470;12.7092285;
03.09.2020 15:38:37.502;0.1771716;03.09.2020 15:38:37.534;12.7092285;
03.09.2020 15:38:37.566;0.1771716;03.09.2020 15:38:37.598;12.7092285;
03.09.2020 15:38:37.630;0.1770827;03.09.2020 15:38:37.662;12.7092285;
03.09.2020 15:38:37.694;0.1772605;03.09.2020 15:38:37.725;12.7092285;
03.09.2020 15:38:37.757;0.1769053;03.09.2020 15:38:37.789;12.7092285;
03.09.2020 15:38:37.821;0.1768166;03.09.2020 15:38:37.853;12.7092285;
03.09.2020 15:38:37.885;0.1768166;03.09.2020 15:38:37.917;12.7092285;
03.09.2020 15:38:37.949;0.1768166;03.09.2020 15:38:37.981;12.7092285;
03.09.2020 15:38:38.013;0.1771716;03.09.2020 15:38:38.044;12.7092285;
03.09.2020 15:38:38.076;0.1773492;03.09.2020 15:38:38.108;12.7092285;
03.09.2020 15:38:38.140;0.1771716;03.09.2020 15:38:38.172;12.7092285;
03.09.2020 15:38:38.204;0.1770827;03.09.2020 15:38:38.236;12.7092285;
03.09.2020 15:38:38.268;0.1767279;03.09.2020 15:38:38.300;12.7092285;
03.09.2020 15:38:38.331;0.1769053;03.09.2020 15:38:38.363;12.7092285;
03.09.2020 15:38:38.395;0.1767279;03.09.2020 15:38:38.427;12.7092285;
03.09.2020 15:38:38.459;0.1766392;03.09.2020 15:38:38.491;12.7092285;
03.09.2020 15:38:38.523;0.1768166;03.09.2020 15:38:38.555;12.7092285;
03.09.2020 15:38:38.586;0.1769053;03.09.2020 15:38:38.619;12.7092285;
03.09.2020 15:38:38.650;0.1769053;03.09.2020 15:38:38.682;12.7092285;
03.09.2020 15:38:38.714;0.1767279;03.09.2020 15:38:38.746;12.7092285;
03.09.2020 15:38:38.778;0.1767279;03.09.2020 15:38:38.810;12.7092285;
03.09.2020 15:38:38.842;0.1767279;03.09.2020 15:38:38.874;12.7092285;
03.09.2020 15:38:38.906;0.1766392;03.09.2020 15:38:38.937;12.7092285;
03.09.2020 15:38:38.969;0.1766392;03.09.2020 15:38:39.001;12.7092285;
03.09.2020 15:38:39.033;0.1766392;03.09.2020 15:38:39.065;12.7092285;
03.09.2020 15:38:39.097;0.1765505;03.09.2020 15:38:39.129;12.7092285;
03.09.2020 15:38:39.161;0.1766392;03.09.2020 15:38:39.193;12.7092285;
03.09.2020 15:38:39.225;0.1768166;03.09.2020 15:38:39.256;12.7092285;
03.09.2020 15:38:39.288;0.1763731;03.09.2020 15:38:39.320;12.7092285;
03.09.2020 15:38:39.352;0.1762844;03.09.2020 15:38:39.384;12.7092285;
03.09.2020 15:38:39.416;0.1762844;03.09.2020 15:38:39.448;12.7092285;
03.09.2020 15:38:39.480;0.176107;03.09.2020 15:38:39.512;12.7092285;
03.09.2020 15:38:39.543;0.1766392;03.09.2020 15:38:39.575;12.7092285;
03.09.2020 15:38:39.607;0.1766392;03.09.2020 15:38:39.639;12.7092285;
03.09.2020 15:38:39.671;0.1768166;03.09.2020 15:38:39.703;12.7092285;
03.09.2020 15:38:39.735;0.1767279;03.09.2020 15:38:39.767;12.7092285;
03.09.2020 15:38:39.799;0.1769053;03.09.2020 15:38:39.831;12.7092285;
03.09.2020 15:38:39.862;0.1771716;03.09.2020 15:38:39.894;12.7092285;
03.09.2020 15:38:39.926;0.1768166;03.09.2020 15:38:39.958;12.7092285;
03.09.2020 15:38:39.990;0.1765505;03.09.2020 15:38:40.022;12.7092285;
03.09.2020 15:38:40.054;0.1768166;03.09.2020 15:38:40.086;12.7092285;
03.09.2020 15:38:40.118;0.1765505;03.09.2020 15:38:40.149;12.7092285;
03.09.2020 15:38:40.181;0.1766392;03.09.2020 15:38:40.213;12.7092285;
03.09.2020 15:38:40.245;0.1767279;03.09.2020 15:38:40.277;12.7092285;
03.09.2020 15:38:40.309;0.1769053;03.09.2020 15:38:40.341;12.7092285;
03.09.2020 15:38:40.373;0.1767279;03.09.2020 15:38:40.405;12.7092285;
03.09.2020 15:38:40.437;0.1767279;03.09.2020 15:38:40.468;12.7092285;
03.09.2020 15:38:40.500;0.1764618;03.09.2020 15:38:40.532;12.7092285;
03.09.2020 15:38:40.564;0.1767279;03.09.2020 15:38:40.596;12.7092285;
03.09.2020 15:38:40.628;0.1770827;03.09.2020 15:38:40.660;12.7092285;
03.09.2020 15:38:40.692;0.1767279;03.09.2020 15:38:40.724;12.7092285;
03.09.2020 15:38:40.755;0.1771716;03.09.2020 15:38:40.787;12.7092285;
03.09.2020 15:38:40.819;0.1772605;03.09.2020 15:38:40.851;12.7092285;
03.09.2020 15:38:40.883;0.1772605;03.09.2020 15:38:40.915;12.7092285;
03.09.2020 15:38:40.947;0.1772605;03.09.2020 15:38:40.979;12.7092285;
03.09.2020 15:38:41.011;0.1768166;03.09.2020 15:38:41.043;12.7097168;
03.09.2020 15:38:41.074;0.1768166;03.09.2020 15:38:41.106;12.7097168;
03.09.2020 15:38:41.138;0.1768166;03.09.2020 15:38:41.170;12.7097168;
03.09.2020 15:38:41.202;0.1770827;03.09.2020 15:38:41.234;12.7097168;
03.09.2020 15:38:41.266;0.1771716;03.09.2020 15:38:41.298;12.7097168;
03.09.2020 15:38:41.330;0.1769053;03.09.2020 15:38:41.361;12.7097168;
03.09.2020 15:38:41.393;0.1768166;03.09.2020 15:38:41.425;12.7097168;
03.09.2020 15:38:41.457;0.1764618;03.09.2020 15:38:41.489;12.7097168;
03.09.2020 15:38:41.521;0.1767279;03.09.2020 15:38:41.553;12.7097168;
03.09.2020 15:38:41.585;0.1767279;03.09.2020 15:38:41.617;12.7097168;
03.09.2020 15:38:41.649;0.1767279;03.09.2020 15:38:41.680;12.7097168;
03.09.2020 15:38:41.712;0.1767279;03.09.2020 15:38:41.744;12.7097168;
03.09.2020 15:38:41.776;0.1767279;03.09.2020 15:38:41.808;12.7097168;
03.09.2020 15:38:41.840;0.1763731;03.09.2020 15:38:41.872;12.7097168;
03.09.2020 15:38:41.904;0.1768166;03.09.2020 15:38:41.936;12.7097168;
03.09.2020 15:38:41.967;0.1764618;03.09.2020 15:38:41.999;12.7097168;
03.09.2020 15:38:42.031;0.1765505;03.09.2020 15:38:42.063;12.7097168;
03.09.2020 15:38:42.095;0.1766392;03.09.2020 15:38:42.127;12.7097168;
03.09.2020 15:38:42.159;0.1769053;03.09.2020 15:38:42.191;12.7097168;
03.09.2020 15:38:42.223;0.1769053;03.09.2020 15:38:42.255;12.7097168;
03.09.2020 15:38:42.286;0.1768166;03.09.2020 15:38:42.318;12.7097168;
03.09.2020 15:38:42.350;0.1766392;03.09.2020 15:38:42.382;12.7097168;
03.09.2020 15:38:42.414;0.1768166;03.09.2020 15:38:42.446;12.7097168;
03.09.2020 15:38:42.478;0.1768166;03.09.2020 15:38:42.510;12.7097168;
03.09.2020 15:38:42.542;0.1768166;03.09.2020 15:38:42.573;12.7097168;
03.09.2020 15:38:42.605;0.1767279;03.09.2020 15:38:42.637;12.7097168;
03.09.2020 15:38:42.669;0.1762844;03.09.2020 15:38:42.701;12.7097168;
03.09.2020 15:38:42.733;0.1767279;03.09.2020 15:38:42.765;12.7097168;
03.09.2020 15:38:42.797;0.1761957;03.09.2020 15:38:42.829;12.7097168;
03.09.2020 15:38:42.861;0.1766392;03.09.2020 15:38:42.892;12.7097168;
03.09.2020 15:38:42.924;0.1767279;03.09.2020 15:38:42.956;12.7097168;
03.09.2020 15:38:42.988;0.1768166;03.09.2020 15:38:43.020;12.7097168;
03.09.2020 15:38:43.052;0.1766392;03.09.2020 15:38:43.084;12.7097168;
03.09.2020 15:38:43.116;0.1769053;03.09.2020 15:38:43.148;12.7097168;
03.09.2020 15:38:43.179;0.1769053;03.09.2020 15:38:43.211;12.7097168;
03.09.2020 15:38:43.243;0.1768166;03.09.2020 15:38:43.275;12.7097168;
03.09.2020 15:38:43.307;0.1770827;03.09.2020 15:38:43.339;12.7097168;
03.09.2020 15:38:43.371;0.1769053;03.09.2020 15:38:43.403;12.7097168;
03.09.2020 15:38:43.435;0.1770827;03.09.2020 15:38:43.467;12.7097168;
03.09.2020 15:38:43.498;0.1769053;03.09.2020 15:38:43.530;12.7097168;
03.09.2020 15:38:43.562;0.1769053;03.09.2020 15:38:43.594;12.7097168;
03.09.2020 15:38:43.626;0.1767279;03.09.2020 15:38:43.658;12.7097168;
03.09.2020 15:38:43.690;0.1769053;03.09.2020 15:38:43.722;12.7097168;
03.09.2020 15:38:43.753;0.1768166;03.09.2020 15:38:43.785;12.7097168;
03.09.2020 15:38:43.817;0.1765505;03.09.2020 15:38:43.849;12.7097168;
03.09.2020 15:38:43.881;0.1766392;03.09.2020 15:38:43.913;12.7097168;
03.09.2020 15:38:43.945;0.1769053;03.09.2020 15:38:43.977;12.7097168;
03.09.2020 15:38:44.009;0.1770827;03.09.2020 15:38:44.041;12.7097168;
03.09.2020 15:38:44.073;0.1772605;03.09.2020 15:38:44.104;12.7097168;
03.09.2020 15:38:44.136;0.1773492;03.09.2020 15:38:44.168;12.7097168;
03.09.2020 15:38:44.200;0.1772605;03.09.2020 15:38:44.232;12.7097168;
03.09.2020 15:38:44.264;0.1771716;03.09.2020 15:38:44.296;12.7097168;
03.09.2020 15:38:44.328;0.1771716;03.09.2020 15:38:44.360;12.7097168;
03.09.2020 15:38:44.391;0.1771716;03.09.2020 15:38:44.423;12.7097168;
03.09.2020 15:38:44.455;0.1770827;03.09.2020 15:38:44.487;12.7097168;
03.09.2020 15:38:44.519;0.1770827;03.09.2020 15:38:44.551;12.7097168;
03.09.2020 15:38:44.583;0.1768166;03.09.2020 15:38:44.615;12.7097168;
03.09.2020 15:38:44.647;0.176994;03.09.2020 15:38:44.679;12.7097168;
03.09.2020 15:38:44.710;0.1766392;03.09.2020 15:38:44.742;12.7097168;
03.09.2020 15:38:44.774;0.1766392;03.09.2020 15:38:44.806;12.7097168;
03.09.2020 15:38:44.838;0.1767279;03.09.2020 15:38:44.870;12.7097168;
03.09.2020 15:38:44.902;0.1766392;03.09.2020 15:38:44.934;12.7097168;
03.09.2020 15:38:44.966;0.1765505;03.09.2020 15:38:44.997;12.7097168;
03.09.2020 15:38:45.029;0.1767279;03.09.2020 15:38:45.061;12.7097168;
03.09.2020 15:38:45.093;0.176994;03.09.2020 15:38:45.125;12.7097168;
03.09.2020 15:38:45.157;0.1767279;03.09.2020 15:38:45.189;12.7097168;
03.09.2020 15:38:45.221;0.1765505;03.09.2020 15:38:45.253;12.7097168;
03.09.2020 15:38:45.285;0.1768166;03.09.2020 15:38:45.316;12.7097168;
03.09.2020 15:38:45.348;0.1769053;03.09.2020 15:38:45.380;12.7097168;
03.09.2020 15:38:45.412;0.1764618;03.09.2020 15:38:45.444;12.7097168;
03.09.2020 15:38:45.476;0.1765505;03.09.2020 15:38:45.508;12.7097168;
03.09.2020 15:38:45.540;0.1764618;03.09.2020 15:38:45.572;12.7097168;
03.09.2020 15:38:45.603;0.1761957;03.09.2020 15:38:45.635;12.7097168;
03.09.2020 15:38:45.667;0.1762844;03.09.2020 15:38:45.699;12.7097168;
03.09.2020 15:38:45.731;0.1765505;03.09.2020 15:38:45.763;12.7097168;
03.09.2020 15:38:45.795;0.1766392;03.09.2020 15:38:45.827;12.7097168;
03.09.2020 15:38:45.859;0.1766392;03.09.2020 15:38:45.891;12.7097168;
03.09.2020 15:38:45.922;0.1772605;03.09.2020 15:38:45.954;12.7097168;
03.09.2020 15:38:45.986;0.1770827;03.09.2020 15:38:46.018;12.7097168;
03.09.2020 15:38:46.050;0.1766349;03.09.2020 15:38:46.082;12.6989746;
03.09.2020 15:38:46.114;0.1766349;03.09.2020 15:38:46.146;12.6989746;
03.09.2020 15:38:46.178;0.1767236;03.09.2020 15:38:46.209;12.6989746;
03.09.2020 15:38:46.241;0.1768123;03.09.2020 15:38:46.273;12.6989746;
03.09.2020 15:38:46.306;0.1767236;03.09.2020 15:38:46.337;12.6989746;
03.09.2020 15:38:46.369;0.1768123;03.09.2020 15:38:46.401;12.6989746;
03.09.2020 15:38:46.433;0.1765462;03.09.2020 15:38:46.465;12.6989746;
03.09.2020 15:38:46.497;0.1763686;03.09.2020 15:38:46.528;12.6989746;
03.09.2020 15:38:46.560;0.1767236;03.09.2020 15:38:46.592;12.6989746;
03.09.2020 15:38:46.624;0.1766349;03.09.2020 15:38:46.656;12.6989746;
03.09.2020 15:38:46.688;0.1767236;03.09.2020 15:38:46.720;12.6989746;
03.09.2020 15:38:46.752;0.1768123;03.09.2020 15:38:46.784;12.6989746;
03.09.2020 15:38:46.815;0.176191;03.09.2020 15:38:46.847;12.6989746;
03.09.2020 15:38:46.879;0.1767236;03.09.2020 15:38:46.911;12.6989746;
03.09.2020 15:38:46.943;0.1767236;03.09.2020 15:38:46.975;12.6989746;
03.09.2020 15:38:47.007;0.1770784;03.09.2020 15:38:47.039;12.6989746;
03.09.2020 15:38:47.071;0.1771671;03.09.2020 15:38:47.103;12.6989746;
03.09.2020 15:38:47.134;0.1768123;03.09.2020 15:38:47.166;12.6989746;
03.09.2020 15:38:47.198;0.176901;03.09.2020 15:38:47.230;12.6989746;
03.09.2020 15:38:47.262;0.1767236;03.09.2020 15:38:47.294;12.6989746;
03.09.2020 15:38:47.326;0.176901;03.09.2020 15:38:47.358;12.6989746;
03.09.2020 15:38:47.390;0.1766349;03.09.2020 15:38:47.421;12.6989746;
03.09.2020 15:38:47.453;0.1770784;03.09.2020 15:38:47.485;12.6989746;
03.09.2020 15:38:47.517;0.1768123;03.09.2020 15:38:47.549;12.6989746;
03.09.2020 15:38:47.581;0.1768123;03.09.2020 15:38:47.613;12.6989746;
03.09.2020 15:38:47.645;0.1768123;03.09.2020 15:38:47.677;12.6989746;
03.09.2020 15:38:47.709;0.1770784;03.09.2020 15:38:47.740;12.6989746;
03.09.2020 15:38:47.772;0.1770784;03.09.2020 15:38:47.804;12.6989746;
03.09.2020 15:38:47.836;0.1770784;03.09.2020 15:38:47.868;12.6989746;
03.09.2020 15:38:47.900;0.176901;03.09.2020 15:38:47.932;12.6989746;
03.09.2020 15:38:47.964;0.176901;03.09.2020 15:38:47.996;12.6989746;
03.09.2020 15:38:48.027;0.1764575;03.09.2020 15:38:48.059;12.6989746;
03.09.2020 15:38:48.091;0.1767236;03.09.2020 15:38:48.123;12.6989746;
03.09.2020 15:38:48.155;0.1763686;03.09.2020 15:38:48.187;12.6989746;
03.09.2020 15:38:48.219;0.1765462;03.09.2020 15:38:48.251;12.6989746;
03.09.2020 15:38:48.283;0.1769897;03.09.2020 15:38:48.314;12.6989746;
03.09.2020 15:38:48.346;0.176901;03.09.2020 15:38:48.378;12.6989746;
03.09.2020 15:38:48.410;0.1766349;03.09.2020 15:38:48.442;12.6989746;
03.09.2020 15:38:48.474;0.1771671;03.09.2020 15:38:48.506;12.6989746;
03.09.2020 15:38:48.538;0.1770784;03.09.2020 15:38:48.570;12.6989746;
03.09.2020 15:38:48.602;0.1771671;03.09.2020 15:38:48.633;12.6989746;
03.09.2020 15:38:48.665;0.1771671;03.09.2020 15:38:48.697;12.6989746;
03.09.2020 15:38:48.729;0.1766349;03.09.2020 15:38:48.761;12.6989746;
03.09.2020 15:38:48.793;0.1768123;03.09.2020 15:38:48.825;12.6989746;
03.09.2020 15:38:48.857;0.1770784;03.09.2020 15:38:48.889;12.6989746;
03.09.2020 15:38:48.920;0.176901;03.09.2020 15:38:48.952;12.6989746;
