Name;New_Measure_03-09-2020;
Description;;
Measure-Intervall;00:00:00.0100000;
;;

Time SN:62242 (S30X):P1;SN:62242 (S30X):P1 bar;Time SN:62242 (S30X):TOB1;SN:62242 (S30X):TOB1 °C;
03.09.2020 16:21:44.981;0.7883841;03.09.2020 16:21:45.013;15.4099121;
03.09.2020 16:21:45.045;0.7875878;03.09.2020 16:21:45.077;15.4099121;
03.09.2020 16:21:45.109;0.7874991;03.09.2020 16:21:45.141;15.4099121;
03.09.2020 16:21:45.172;0.7876762;03.09.2020 16:21:45.204;15.4099121;
03.09.2020 16:21:45.236;0.7875878;03.09.2020 16:21:45.268;15.4099121;
03.09.2020 16:21:45.300;0.7881187;03.09.2020 16:21:45.332;15.4099121;
03.09.2020 16:21:45.364;0.7879416;03.09.2020 16:21:45.396;15.4099121;
03.09.2020 16:21:45.428;0.7880303;03.09.2020 16:21:45.460;15.4099121;
03.09.2020 16:21:45.491;0.7878531;03.09.2020 16:21:45.523;15.4099121;
03.09.2020 16:21:45.555;0.7876762;03.09.2020 16:21:45.587;15.4099121;
03.09.2020 16:21:45.619;0.7874106;03.09.2020 16:21:45.651;15.4099121;
03.09.2020 16:21:45.683;0.7875878;03.09.2020 16:21:45.715;15.4099121;
03.09.2020 16:21:45.747;0.7879416;03.09.2020 16:21:45.779;15.4099121;
03.09.2020 16:21:45.810;0.7874991;03.09.2020 16:21:45.842;15.4099121;
03.09.2020 16:21:45.874;0.7875878;03.09.2020 16:21:45.906;15.4099121;
03.09.2020 16:21:45.938;0.7872337;03.09.2020 16:21:45.970;15.4099121;
03.09.2020 16:21:46.002;0.7878531;03.09.2020 16:21:46.034;15.4099121;
03.09.2020 16:21:46.066;0.7880303;03.09.2020 16:21:46.098;15.4099121;
03.09.2020 16:21:46.129;0.7882956;03.09.2020 16:21:46.161;15.4099121;
03.09.2020 16:21:46.193;0.7877644;03.09.2020 16:21:46.225;15.4099121;
03.09.2020 16:21:46.257;0.7875878;03.09.2020 16:21:46.289;15.4099121;
03.09.2020 16:21:46.321;0.7884728;03.09.2020 16:21:46.353;15.4099121;
03.09.2020 16:21:46.385;0.7876762;03.09.2020 16:21:46.417;15.4099121;
03.09.2020 16:21:46.448;0.7876762;03.09.2020 16:21:46.480;15.4099121;
03.09.2020 16:21:46.512;0.7874991;03.09.2020 16:21:46.544;15.4099121;
03.09.2020 16:21:46.576;0.7877644;03.09.2020 16:21:46.608;15.4099121;
03.09.2020 16:21:46.640;0.7871453;03.09.2020 16:21:46.672;15.4099121;
03.09.2020 16:21:46.704;0.7880303;03.09.2020 16:21:46.735;15.4099121;
03.09.2020 16:21:46.767;0.7881187;03.09.2020 16:21:46.799;15.4099121;
03.09.2020 16:21:46.831;0.7875878;03.09.2020 16:21:46.863;15.4099121;
03.09.2020 16:21:46.895;0.7875878;03.09.2020 16:21:46.927;15.4099121;
03.09.2020 16:21:46.959;0.7881187;03.09.2020 16:21:46.991;15.4099121;
03.09.2020 16:21:47.023;0.7883841;03.09.2020 16:21:47.055;15.4099121;
03.09.2020 16:21:47.086;0.7882069;03.09.2020 16:21:47.118;15.4099121;
03.09.2020 16:21:47.150;0.7880303;03.09.2020 16:21:47.182;15.4099121;
03.09.2020 16:21:47.214;0.7878531;03.09.2020 16:21:47.246;15.4099121;
03.09.2020 16:21:47.278;0.7878531;03.09.2020 16:21:47.310;15.4099121;
03.09.2020 16:21:47.342;0.7880303;03.09.2020 16:21:47.374;15.4099121;
03.09.2020 16:21:47.405;0.7881187;03.09.2020 16:21:47.437;15.4099121;
03.09.2020 16:21:47.469;0.7875878;03.09.2020 16:21:47.501;15.4099121;
03.09.2020 16:21:47.533;0.7874106;03.09.2020 16:21:47.565;15.4099121;
03.09.2020 16:21:47.597;0.7869681;03.09.2020 16:21:47.629;15.4099121;
03.09.2020 16:21:47.661;0.7872337;03.09.2020 16:21:47.692;15.4099121;
03.09.2020 16:21:47.724;0.7880303;03.09.2020 16:21:47.756;15.4099121;
03.09.2020 16:21:47.788;0.7877644;03.09.2020 16:21:47.820;15.4099121;
03.09.2020 16:21:47.852;0.7875878;03.09.2020 16:21:47.884;15.4099121;
03.09.2020 16:21:47.916;0.7874106;03.09.2020 16:21:47.948;15.4099121;
03.09.2020 16:21:47.980;0.7875878;03.09.2020 16:21:48.011;15.4099121;
03.09.2020 16:21:48.043;0.7879416;03.09.2020 16:21:48.075;15.4099121;
03.09.2020 16:21:48.107;0.7870566;03.09.2020 16:21:48.139;15.4099121;
03.09.2020 16:21:48.171;0.7876762;03.09.2020 16:21:48.203;15.4099121;
03.09.2020 16:21:48.235;0.7867028;03.09.2020 16:21:48.267;15.4099121;
03.09.2020 16:21:48.299;0.7872337;03.09.2020 16:21:48.330;15.4099121;
03.09.2020 16:21:48.362;0.7879416;03.09.2020 16:21:48.394;15.4099121;
03.09.2020 16:21:48.426;0.7882956;03.09.2020 16:21:48.458;15.4099121;
03.09.2020 16:21:48.490;0.7870566;03.09.2020 16:21:48.522;15.4099121;
03.09.2020 16:21:48.554;0.7878531;03.09.2020 16:21:48.586;15.4099121;
03.09.2020 16:21:48.618;0.7875878;03.09.2020 16:21:48.649;15.4099121;
03.09.2020 16:21:48.681;0.7882069;03.09.2020 16:21:48.713;15.4099121;
03.09.2020 16:21:48.745;0.7875878;03.09.2020 16:21:48.777;15.4099121;
03.09.2020 16:21:48.809;0.7876762;03.09.2020 16:21:48.841;15.4099121;
03.09.2020 16:21:48.873;0.7876762;03.09.2020 16:21:48.905;15.4099121;
03.09.2020 16:21:48.937;0.7879416;03.09.2020 16:21:48.968;15.4099121;
03.09.2020 16:21:49.000;0.7876762;03.09.2020 16:21:49.032;15.4099121;
03.09.2020 16:21:49.064;0.7875878;03.09.2020 16:21:49.096;15.4099121;
03.09.2020 16:21:49.128;0.7877644;03.09.2020 16:21:49.160;15.4099121;
03.09.2020 16:21:49.192;0.7877644;03.09.2020 16:21:49.224;15.4099121;
03.09.2020 16:21:49.256;0.7872337;03.09.2020 16:21:49.287;15.4099121;
03.09.2020 16:21:49.319;0.7869681;03.09.2020 16:21:49.351;15.4099121;
03.09.2020 16:21:49.383;0.7869681;03.09.2020 16:21:49.415;15.4099121;
03.09.2020 16:21:49.447;0.7873219;03.09.2020 16:21:49.479;15.4099121;
03.09.2020 16:21:49.511;0.7872337;03.09.2020 16:21:49.543;15.4099121;
03.09.2020 16:21:49.575;0.7868794;03.09.2020 16:21:49.606;15.4099121;
03.09.2020 16:21:49.638;0.7866141;03.09.2020 16:21:49.670;15.4099121;
03.09.2020 16:21:49.702;0.7870566;03.09.2020 16:21:49.734;15.3894043;
03.09.2020 16:21:49.766;0.7877644;03.09.2020 16:21:49.798;15.3894043;
03.09.2020 16:21:49.830;0.7869681;03.09.2020 16:21:49.862;15.3894043;
03.09.2020 16:21:49.894;0.7869681;03.09.2020 16:21:49.925;15.3894043;
03.09.2020 16:21:49.957;0.7872337;03.09.2020 16:21:49.989;15.3894043;
03.09.2020 16:21:50.021;0.7874106;03.09.2020 16:21:50.053;15.3894043;
03.09.2020 16:21:50.085;0.7874106;03.09.2020 16:21:50.117;15.3894043;
03.09.2020 16:21:50.149;0.7874991;03.09.2020 16:21:50.181;15.3894043;
03.09.2020 16:21:50.213;0.7875878;03.09.2020 16:21:50.244;15.3894043;
03.09.2020 16:21:50.276;0.7873219;03.09.2020 16:21:50.308;15.3894043;
03.09.2020 16:21:50.340;0.7872337;03.09.2020 16:21:50.372;15.3894043;
03.09.2020 16:21:50.404;0.7873219;03.09.2020 16:21:50.436;15.3894043;
03.09.2020 16:21:50.468;0.7874991;03.09.2020 16:21:50.500;15.3894043;
03.09.2020 16:21:50.532;0.7872337;03.09.2020 16:21:50.563;15.3894043;
03.09.2020 16:21:50.595;0.7873219;03.09.2020 16:21:50.627;15.3894043;
03.09.2020 16:21:50.659;0.7874106;03.09.2020 16:21:50.691;15.3894043;
03.09.2020 16:21:50.723;0.7872337;03.09.2020 16:21:50.755;15.3894043;
03.09.2020 16:21:50.787;0.7874106;03.09.2020 16:21:50.819;15.3894043;
03.09.2020 16:21:50.851;0.7874991;03.09.2020 16:21:50.882;15.3894043;
03.09.2020 16:21:50.914;0.7876762;03.09.2020 16:21:50.946;15.3894043;
03.09.2020 16:21:50.978;0.7870566;03.09.2020 16:21:51.010;15.3894043;
03.09.2020 16:21:51.042;0.7874991;03.09.2020 16:21:51.074;15.3894043;
03.09.2020 16:21:51.106;0.7874991;03.09.2020 16:21:51.138;15.3894043;
03.09.2020 16:21:51.169;0.7874106;03.09.2020 16:21:51.201;15.3894043;
03.09.2020 16:21:51.233;0.7873219;03.09.2020 16:21:51.265;15.3894043;
03.09.2020 16:21:51.297;0.7875878;03.09.2020 16:21:51.329;15.3894043;
03.09.2020 16:21:51.361;0.7870566;03.09.2020 16:21:51.393;15.3894043;
03.09.2020 16:21:51.425;0.7872337;03.09.2020 16:21:51.457;15.3894043;
03.09.2020 16:21:51.488;0.7869681;03.09.2020 16:21:51.520;15.3894043;
03.09.2020 16:21:51.552;0.7872337;03.09.2020 16:21:51.584;15.3894043;
03.09.2020 16:21:51.616;0.7872337;03.09.2020 16:21:51.648;15.3894043;
03.09.2020 16:21:51.680;0.7870566;03.09.2020 16:21:51.712;15.3894043;
03.09.2020 16:21:51.744;0.7872337;03.09.2020 16:21:51.776;15.3894043;
03.09.2020 16:21:51.807;0.7873219;03.09.2020 16:21:51.839;15.3894043;
03.09.2020 16:21:51.871;0.7879416;03.09.2020 16:21:51.903;15.3894043;
03.09.2020 16:21:51.935;0.7869681;03.09.2020 16:21:51.967;15.3894043;
03.09.2020 16:21:51.999;0.7869681;03.09.2020 16:21:52.031;15.3894043;
03.09.2020 16:21:52.063;0.7872337;03.09.2020 16:21:52.095;15.3894043;
03.09.2020 16:21:52.126;0.7873219;03.09.2020 16:21:52.158;15.3894043;
03.09.2020 16:21:52.190;0.7878531;03.09.2020 16:21:52.222;15.3894043;
03.09.2020 16:21:52.254;0.7879416;03.09.2020 16:21:52.286;15.3894043;
03.09.2020 16:21:52.318;0.7874991;03.09.2020 16:21:52.350;15.3894043;
03.09.2020 16:21:52.382;0.7869681;03.09.2020 16:21:52.414;15.3894043;
03.09.2020 16:21:52.445;0.7874991;03.09.2020 16:21:52.477;15.3894043;
03.09.2020 16:21:52.509;0.7870566;03.09.2020 16:21:52.541;15.3894043;
03.09.2020 16:21:52.573;0.7867028;03.09.2020 16:21:52.605;15.3894043;
03.09.2020 16:21:52.637;0.7874106;03.09.2020 16:21:52.669;15.3894043;
03.09.2020 16:21:52.701;0.7874991;03.09.2020 16:21:52.733;15.3894043;
03.09.2020 16:21:52.764;0.7875878;03.09.2020 16:21:52.796;15.3894043;
03.09.2020 16:21:52.828;0.7874991;03.09.2020 16:21:52.860;15.3894043;
03.09.2020 16:21:52.892;0.7874991;03.09.2020 16:21:52.924;15.3894043;
03.09.2020 16:21:52.956;0.7870566;03.09.2020 16:21:52.988;15.3894043;
03.09.2020 16:21:53.020;0.7873219;03.09.2020 16:21:53.052;15.3894043;
03.09.2020 16:21:53.083;0.7872337;03.09.2020 16:21:53.115;15.3894043;
03.09.2020 16:21:53.147;0.7863487;03.09.2020 16:21:53.179;15.3894043;
03.09.2020 16:21:53.211;0.7870566;03.09.2020 16:21:53.243;15.3894043;
03.09.2020 16:21:53.275;0.7869681;03.09.2020 16:21:53.307;15.3894043;
03.09.2020 16:21:53.339;0.7869681;03.09.2020 16:21:53.371;15.3894043;
03.09.2020 16:21:53.402;0.7873219;03.09.2020 16:21:53.434;15.3894043;
03.09.2020 16:21:53.466;0.7871453;03.09.2020 16:21:53.498;15.3894043;
03.09.2020 16:21:53.530;0.7874106;03.09.2020 16:21:53.562;15.3894043;
03.09.2020 16:21:53.594;0.7874106;03.09.2020 16:21:53.626;15.3894043;
03.09.2020 16:21:53.658;0.7870566;03.09.2020 16:21:53.690;15.3894043;
03.09.2020 16:21:53.721;0.7873219;03.09.2020 16:21:53.753;15.3894043;
03.09.2020 16:21:53.785;0.7873219;03.09.2020 16:21:53.817;15.3894043;
03.09.2020 16:21:53.849;0.7871453;03.09.2020 16:21:53.881;15.3894043;
03.09.2020 16:21:53.913;0.7873219;03.09.2020 16:21:53.945;15.3894043;
03.09.2020 16:21:53.977;0.7870566;03.09.2020 16:21:54.009;15.3894043;
03.09.2020 16:21:54.040;0.7874991;03.09.2020 16:21:54.072;15.3894043;
03.09.2020 16:21:54.104;0.7870566;03.09.2020 16:21:54.136;15.3894043;
03.09.2020 16:21:54.168;0.7874991;03.09.2020 16:21:54.200;15.3894043;
03.09.2020 16:21:54.232;0.7875878;03.09.2020 16:21:54.264;15.3894043;
03.09.2020 16:21:54.296;0.7877644;03.09.2020 16:21:54.327;15.3894043;
03.09.2020 16:21:54.359;0.7873219;03.09.2020 16:21:54.391;15.3894043;
03.09.2020 16:21:54.423;0.7875878;03.09.2020 16:21:54.455;15.3894043;
03.09.2020 16:21:54.487;0.7874106;03.09.2020 16:21:54.519;15.3894043;
03.09.2020 16:21:54.551;0.7870566;03.09.2020 16:21:54.583;15.3894043;
03.09.2020 16:21:54.615;0.7867028;03.09.2020 16:21:54.646;15.3894043;
03.09.2020 16:21:54.678;0.7867028;03.09.2020 16:21:54.710;15.3894043;
03.09.2020 16:21:54.742;0.7864105;03.09.2020 16:21:54.774;15.3557129;
03.09.2020 16:21:54.806;0.7867643;03.09.2020 16:21:54.838;15.3557129;
03.09.2020 16:21:54.870;0.7862333;03.09.2020 16:21:54.902;15.3557129;
03.09.2020 16:21:54.934;0.7865874;03.09.2020 16:21:54.965;15.3557129;
03.09.2020 16:21:54.997;0.7870299;03.09.2020 16:21:55.029;15.3557129;
03.09.2020 16:21:55.061;0.7870299;03.09.2020 16:21:55.093;15.3557129;
03.09.2020 16:21:55.125;0.7871183;03.09.2020 16:21:55.157;15.3557129;
03.09.2020 16:21:55.189;0.7869414;03.09.2020 16:21:55.221;15.3557129;
03.09.2020 16:21:55.253;0.7871183;03.09.2020 16:21:55.284;15.3557129;
03.09.2020 16:21:55.316;0.7872068;03.09.2020 16:21:55.348;15.3557129;
03.09.2020 16:21:55.380;0.7872068;03.09.2020 16:21:55.412;15.3557129;
03.09.2020 16:21:55.444;0.7867643;03.09.2020 16:21:55.476;15.3557129;
03.09.2020 16:21:55.508;0.7872068;03.09.2020 16:21:55.540;15.3557129;
03.09.2020 16:21:55.572;0.7863218;03.09.2020 16:21:55.603;15.3557129;
03.09.2020 16:21:55.635;0.7875608;03.09.2020 16:21:55.667;15.3557129;
03.09.2020 16:21:55.699;0.7872068;03.09.2020 16:21:55.731;15.3557129;
03.09.2020 16:21:55.763;0.7869414;03.09.2020 16:21:55.795;15.3557129;
03.09.2020 16:21:55.827;0.7876493;03.09.2020 16:21:55.859;15.3557129;
03.09.2020 16:21:55.891;0.7873839;03.09.2020 16:21:55.922;15.3557129;
03.09.2020 16:21:55.954;0.7870299;03.09.2020 16:21:55.986;15.3557129;
03.09.2020 16:21:56.018;0.7874724;03.09.2020 16:21:56.050;15.3557129;
03.09.2020 16:21:56.082;0.7878264;03.09.2020 16:21:56.114;15.3557129;
03.09.2020 16:21:56.146;0.7871183;03.09.2020 16:21:56.178;15.3557129;
03.09.2020 16:21:56.210;0.7875608;03.09.2020 16:21:56.241;15.3557129;
03.09.2020 16:21:56.273;0.7881802;03.09.2020 16:21:56.305;15.3557129;
03.09.2020 16:21:56.337;0.7879149;03.09.2020 16:21:56.369;15.3557129;
03.09.2020 16:21:56.401;0.7870299;03.09.2020 16:21:56.433;15.3557129;
03.09.2020 16:21:56.465;0.7871183;03.09.2020 16:21:56.497;15.3557129;
03.09.2020 16:21:56.529;0.786853;03.09.2020 16:21:56.560;15.3557129;
03.09.2020 16:21:56.592;0.7869414;03.09.2020 16:21:56.624;15.3557129;
03.09.2020 16:21:56.656;0.7872068;03.09.2020 16:21:56.688;15.3557129;
03.09.2020 16:21:56.720;0.7869414;03.09.2020 16:21:56.752;15.3557129;
03.09.2020 16:21:56.784;0.7869414;03.09.2020 16:21:56.816;15.3557129;
03.09.2020 16:21:56.847;0.7874724;03.09.2020 16:21:56.879;15.3557129;
03.09.2020 16:21:56.911;0.7872955;03.09.2020 16:21:56.943;15.3557129;
03.09.2020 16:21:56.975;0.7871183;03.09.2020 16:21:57.007;15.3557129;
03.09.2020 16:21:57.039;0.7870299;03.09.2020 16:21:57.071;15.3557129;
03.09.2020 16:21:57.103;0.7871183;03.09.2020 16:21:57.135;15.3557129;
03.09.2020 16:21:57.167;0.7870299;03.09.2020 16:21:57.198;15.3557129;
03.09.2020 16:21:57.230;0.786853;03.09.2020 16:21:57.262;15.3557129;
03.09.2020 16:21:57.294;0.7864989;03.09.2020 16:21:57.326;15.3557129;
03.09.2020 16:21:57.358;0.7869414;03.09.2020 16:21:57.390;15.3557129;
03.09.2020 16:21:57.422;0.7872068;03.09.2020 16:21:57.454;15.3557129;
03.09.2020 16:21:57.485;0.7870299;03.09.2020 16:21:57.517;15.3557129;
03.09.2020 16:21:57.549;0.7872068;03.09.2020 16:21:57.581;15.3557129;
03.09.2020 16:21:57.613;0.7870299;03.09.2020 16:21:57.645;15.3557129;
03.09.2020 16:21:57.677;0.786853;03.09.2020 16:21:57.709;15.3557129;
03.09.2020 16:21:57.741;0.7870299;03.09.2020 16:21:57.773;15.3557129;
03.09.2020 16:21:57.804;0.7873839;03.09.2020 16:21:57.836;15.3557129;
03.09.2020 16:21:57.868;0.786853;03.09.2020 16:21:57.900;15.3557129;
03.09.2020 16:21:57.932;0.7863218;03.09.2020 16:21:57.964;15.3557129;
03.09.2020 16:21:57.996;0.7866758;03.09.2020 16:21:58.028;15.3557129;
03.09.2020 16:21:58.060;0.7871183;03.09.2020 16:21:58.092;15.3557129;
03.09.2020 16:21:58.123;0.7870299;03.09.2020 16:21:58.155;15.3557129;
03.09.2020 16:21:58.187;0.7875608;03.09.2020 16:21:58.219;15.3557129;
03.09.2020 16:21:58.251;0.7864105;03.09.2020 16:21:58.283;15.3557129;
03.09.2020 16:21:58.315;0.7869414;03.09.2020 16:21:58.347;15.3557129;
03.09.2020 16:21:58.379;0.7870299;03.09.2020 16:21:58.411;15.3557129;
03.09.2020 16:21:58.442;0.7871183;03.09.2020 16:21:58.474;15.3557129;
03.09.2020 16:21:58.506;0.7870299;03.09.2020 16:21:58.538;15.3557129;
03.09.2020 16:21:58.570;0.7873839;03.09.2020 16:21:58.602;15.3557129;
03.09.2020 16:21:58.634;0.7873839;03.09.2020 16:21:58.666;15.3557129;
03.09.2020 16:21:58.698;0.7873839;03.09.2020 16:21:58.730;15.3557129;
03.09.2020 16:21:58.761;0.7875608;03.09.2020 16:21:58.793;15.3557129;
03.09.2020 16:21:58.825;0.7872068;03.09.2020 16:21:58.857;15.3557129;
03.09.2020 16:21:58.889;0.7870299;03.09.2020 16:21:58.921;15.3557129;
03.09.2020 16:21:58.953;0.7870299;03.09.2020 16:21:58.985;15.3557129;
03.09.2020 16:21:59.017;0.7872068;03.09.2020 16:21:59.049;15.3557129;
03.09.2020 16:21:59.080;0.7869414;03.09.2020 16:21:59.112;15.3557129;
03.09.2020 16:21:59.144;0.7873839;03.09.2020 16:21:59.176;15.3557129;
03.09.2020 16:21:59.208;0.7872955;03.09.2020 16:21:59.240;15.3557129;
03.09.2020 16:21:59.272;0.7865874;03.09.2020 16:21:59.304;15.3557129;
03.09.2020 16:21:59.336;0.7872955;03.09.2020 16:21:59.368;15.3557129;
03.09.2020 16:21:59.399;0.7860564;03.09.2020 16:21:59.431;15.3557129;
03.09.2020 16:21:59.463;0.786853;03.09.2020 16:21:59.495;15.3557129;
03.09.2020 16:21:59.527;0.7869414;03.09.2020 16:21:59.559;15.3557129;
03.09.2020 16:21:59.591;0.7867643;03.09.2020 16:21:59.623;15.3557129;
03.09.2020 16:21:59.655;0.7863218;03.09.2020 16:21:59.687;15.3557129;
03.09.2020 16:21:59.718;0.7867643;03.09.2020 16:21:59.750;15.3342285;
03.09.2020 16:21:59.782;0.7867643;03.09.2020 16:21:59.814;15.3342285;
03.09.2020 16:21:59.846;0.7871183;03.09.2020 16:21:59.878;15.3342285;
03.09.2020 16:21:59.910;0.7869414;03.09.2020 16:21:59.942;15.3342285;
03.09.2020 16:21:59.974;0.7870299;03.09.2020 16:22:00.006;15.3342285;
03.09.2020 16:22:00.037;0.7870299;03.09.2020 16:22:00.069;15.3342285;
03.09.2020 16:22:00.101;0.786853;03.09.2020 16:22:00.133;15.3342285;
03.09.2020 16:22:00.165;0.7872955;03.09.2020 16:22:00.197;15.3342285;
03.09.2020 16:22:00.229;0.7872068;03.09.2020 16:22:00.261;15.3342285;
03.09.2020 16:22:00.293;0.7872068;03.09.2020 16:22:00.324;15.3342285;
03.09.2020 16:22:00.356;0.7869414;03.09.2020 16:22:00.388;15.3342285;
03.09.2020 16:22:00.420;0.7867643;03.09.2020 16:22:00.452;15.3342285;
03.09.2020 16:22:00.484;0.7867643;03.09.2020 16:22:00.516;15.3342285;
03.09.2020 16:22:00.548;0.7871183;03.09.2020 16:22:00.580;15.3342285;
03.09.2020 16:22:00.612;0.7865874;03.09.2020 16:22:00.643;15.3342285;
03.09.2020 16:22:00.675;0.7862333;03.09.2020 16:22:00.707;15.3342285;
03.09.2020 16:22:00.739;0.7862333;03.09.2020 16:22:00.771;15.3342285;
03.09.2020 16:22:00.803;0.786853;03.09.2020 16:22:00.835;15.3342285;
03.09.2020 16:22:00.867;0.7869414;03.09.2020 16:22:00.899;15.3342285;
03.09.2020 16:22:00.931;0.7873839;03.09.2020 16:22:00.962;15.3342285;
03.09.2020 16:22:00.994;0.7872068;03.09.2020 16:22:01.026;15.3342285;
03.09.2020 16:22:01.058;0.786853;03.09.2020 16:22:01.090;15.3342285;
03.09.2020 16:22:01.122;0.7871183;03.09.2020 16:22:01.154;15.3342285;
03.09.2020 16:22:01.186;0.7871183;03.09.2020 16:22:01.218;15.3342285;
03.09.2020 16:22:01.250;0.7866758;03.09.2020 16:22:01.281;15.3342285;
03.09.2020 16:22:01.313;0.7867643;03.09.2020 16:22:01.345;15.3342285;
03.09.2020 16:22:01.377;0.786853;03.09.2020 16:22:01.409;15.3342285;
03.09.2020 16:22:01.441;0.7864989;03.09.2020 16:22:01.473;15.3342285;
03.09.2020 16:22:01.505;0.7866758;03.09.2020 16:22:01.537;15.3342285;
03.09.2020 16:22:01.569;0.7863218;03.09.2020 16:22:01.600;15.3342285;
